amount,velocity,device_change,location_change,transaction_frequency,merchant_category,fraud
8475.52,2,0,0,6,ELECTRONICS,0
2047.27,2,1,0,1,GROCERY,0
5006.43,3,0,1,3,OTHER,0
6766.72,3,0,0,2,FOOD,0
15573.37,2,0,0,4,SHOPPING,0
12686.73,2,1,0,1,GAMING,0
6603.1,3,0,0,1,FOOD,0
64592.94,1,1,0,1,TRAVEL,1
13962.5,2,0,0,5,SHOPPING,0
4061.92,3,0,0,3,TRAVEL,0
1610.15,3,0,0,2,OTHER,0
2488.32,4,1,0,3,GAMING,1
4234.6,3,0,0,2,FOOD,0
2627.47,1,0,0,4,GROCERY,0
3097.38,1,0,0,5,OTHER,0
5034.09,3,0,0,3,TRAVEL,0
2856.04,3,0,0,3,GROCERY,0
34061.27,1,0,0,2,TRAVEL,0
1254.54,2,0,0,1,GROCERY,0
11151.19,4,0,0,4,GROCERY,0
7924.58,1,1,0,4,TRAVEL,1
60579.63,4,0,0,2,SHOPPING,0
1782.41,3,0,1,3,FOOD,0
7608.87,4,1,0,2,ELECTRONICS,0
52335.89,1,0,0,5,CRYPTO,1
30093.66,2,0,0,3,ELECTRONICS,0
25479.95,6,0,0,7,SHOPPING,0
4474.13,4,0,0,6,ELECTRONICS,0
2810.99,3,0,0,2,ELECTRONICS,0
16568.39,1,0,0,3,GAMING,0
39755.78,1,0,0,6,FOOD,0
12204.76,1,0,0,7,GROCERY,0
12715.91,3,1,0,3,ELECTRONICS,1
4927.13,1,0,0,4,GROCERY,0
22012.11,4,0,0,5,SHOPPING,0
3106.17,3,0,0,5,FOOD,0
5866.32,1,0,0,4,FOOD,0
8312.17,3,0,0,3,SHOPPING,0
10627.27,3,0,1,7,OTHER,1
4164.19,1,0,0,7,ELECTRONICS,0
1829.75,3,0,0,5,GROCERY,0
14147.99,3,0,1,4,CRYPTO,0
5108.45,3,0,0,3,SHOPPING,0
13056.8,3,0,1,4,FOOD,0
2514.97,1,0,0,1,SHOPPING,0
9841.82,3,0,0,2,GROCERY,0
11408.21,2,0,0,5,SHOPPING,0
798.22,1,0,0,1,GAMING,0
6155.75,3,0,1,5,ELECTRONICS,0
2165.24,1,0,0,6,SHOPPING,0
982.08,1,0,0,5,FOOD,0
69018.02,2,1,0,4,FOOD,1
5836.95,1,1,0,5,OTHER,0
24901.06,1,0,0,2,FOOD,0
4408.33,2,0,0,6,TRAVEL,0
17162.12,3,0,0,5,SHOPPING,0
21420.99,1,0,0,2,GROCERY,0
13581.7,2,0,0,5,OTHER,0
9567.85,4,0,0,4,GROCERY,0
7961.37,2,1,0,4,ELECTRONICS,1
6435.65,3,0,1,7,GAMING,0
39788.34,5,0,0,3,ELECTRONICS,0
26634.11,4,0,0,6,GAMING,0
50297.65,1,0,0,11,ELECTRONICS,0
1990.93,3,0,1,4,SHOPPING,0
19688.27,3,0,0,2,OTHER,0
41791.91,4,0,0,5,OTHER,0
2999.34,2,0,1,4,SHOPPING,1
1032.15,1,0,0,4,SHOPPING,0
20270.9,1,0,0,8,SHOPPING,0
12816.41,3,0,0,5,FOOD,0
27661.16,2,0,0,3,GROCERY,0
2258.37,3,1,0,4,FOOD,0
23790.75,4,0,0,6,CRYPTO,0
3377.7,1,0,0,5,SHOPPING,0
2680.73,2,0,0,8,CRYPTO,0
2691.67,1,1,1,5,ELECTRONICS,1
25276.55,3,0,0,7,FOOD,0
16413.2,3,0,0,3,GROCERY,0
11105.64,2,0,1,3,TRAVEL,0
6666.92,1,1,0,3,OTHER,0
31458.04,4,0,0,3,CRYPTO,0
7474.69,2,0,0,2,GAMING,0
25441.24,1,0,0,5,GAMING,0
8674.12,3,0,0,5,SHOPPING,1
7096.79,5,0,0,3,GROCERY,0
9317.42,4,0,0,5,FOOD,0
5379.68,5,0,0,2,TRAVEL,1
20651.66,4,1,0,6,FOOD,0
10479.04,1,0,0,5,GAMING,0
3963.64,2,0,0,3,SHOPPING,0
34475.1,1,0,0,4,GROCERY,0
7264.98,2,0,0,1,GAMING,0
11764.24,4,0,1,2,ELECTRONICS,1
35542.43,1,0,1,4,FOOD,0
14681.99,4,0,0,6,OTHER,0
1864.72,4,0,1,3,SHOPPING,0
42159.25,2,0,1,5,ELECTRONICS,0
14821.15,3,0,0,2,OTHER,0
6117.39,4,1,0,7,GROCERY,0
2249.65,2,1,1,4,CRYPTO,1
23700.02,1,1,0,2,ELECTRONICS,0
14516.63,3,0,0,4,GROCERY,0
11436.21,5,0,0,6,ELECTRONICS,0
33649.55,2,1,0,3,CRYPTO,0
23309.85,6,0,0,3,GAMING,0
2467.37,3,0,0,5,GAMING,0
5603.44,2,0,0,3,GROCERY,0
4285.04,1,0,0,2,GROCERY,0
20435.52,2,0,1,5,SHOPPING,0
511.61,1,0,0,2,TRAVEL,0
12655.7,2,0,0,8,OTHER,0
21561.21,2,0,0,1,SHOPPING,0
31405.01,1,0,0,1,FOOD,0
6280.12,6,0,1,5,GROCERY,1
25827.12,1,0,0,4,GROCERY,0
1758.66,4,0,0,5,GROCERY,0
28106.16,5,0,0,3,TRAVEL,0
2045.69,6,0,0,2,GROCERY,0
7594.72,1,0,0,4,CRYPTO,0
23940.08,4,0,0,5,TRAVEL,0
2436.33,3,0,0,6,CRYPTO,0
3905.9,1,0,0,4,SHOPPING,0
19215.65,5,0,1,2,TRAVEL,1
19096.44,2,0,0,5,SHOPPING,0
15372.66,4,0,0,5,OTHER,0
17760.03,1,0,0,2,GAMING,0
11737.04,4,0,0,5,TRAVEL,0
4351.26,2,0,0,5,TRAVEL,0
6362.75,1,1,1,2,FOOD,1
3006.02,5,1,0,4,ELECTRONICS,1
35863.14,1,0,0,3,OTHER,0
13134.14,3,0,0,1,GROCERY,0
7683.68,4,1,0,5,TRAVEL,0
9298.61,1,1,0,1,SHOPPING,0
44142.36,1,0,0,3,CRYPTO,0
2497.04,3,0,0,6,GROCERY,0
13236.67,1,0,0,5,GROCERY,0
10574.92,2,0,0,3,GROCERY,0
14180.16,3,0,0,3,GROCERY,0
274.14,3,0,0,1,ELECTRONICS,0
30850.4,2,0,0,7,GROCERY,0
40349.83,2,1,0,5,TRAVEL,0
12490.73,4,0,0,4,CRYPTO,0
17893.06,4,0,0,4,GROCERY,0
38362.04,1,0,0,4,GROCERY,0
18425.96,3,0,0,5,OTHER,0
2482.66,2,1,0,5,ELECTRONICS,0
12880.53,4,0,0,3,GROCERY,0
13998.31,1,0,0,7,FOOD,0
8278.12,1,0,1,5,OTHER,0
20002.35,4,0,0,4,FOOD,0
40855.15,2,0,1,8,GAMING,0
38968.14,3,0,0,4,FOOD,0
8990.46,2,0,0,1,SHOPPING,0
1802.68,1,0,0,2,OTHER,0
62837.61,2,0,0,6,GROCERY,0
27385.77,1,1,0,2,FOOD,0
1997.19,3,0,0,5,SHOPPING,0
38044.62,1,1,0,3,TRAVEL,0
30591.36,1,0,0,4,GROCERY,0
10973.27,2,1,1,1,SHOPPING,1
13420.71,4,0,0,4,FOOD,0
7637.47,5,0,0,3,GROCERY,0
844.77,1,0,1,4,SHOPPING,1
6123.97,2,0,0,4,OTHER,0
24357.12,2,0,0,2,FOOD,0
100.0,4,0,0,2,TRAVEL,0
6085.71,1,1,0,3,FOOD,0
7616.67,5,0,0,2,GROCERY,0
11563.25,1,1,0,4,FOOD,0
37858.88,3,0,0,7,SHOPPING,0
6377.66,3,0,0,3,FOOD,1
6391.6,1,0,0,5,TRAVEL,1
20062.63,1,0,0,4,OTHER,0
9028.17,1,0,0,5,GROCERY,0
3815.74,3,0,0,3,ELECTRONICS,0
9034.24,2,0,0,5,GROCERY,0
2277.3,1,0,0,3,GROCERY,0
2910.82,5,0,0,2,GROCERY,0
10348.32,1,0,0,3,SHOPPING,0
8143.14,1,0,1,2,GROCERY,1
36949.39,3,0,0,3,ELECTRONICS,0
6750.52,2,0,0,7,GROCERY,0
13033.54,2,0,1,4,SHOPPING,0
15005.86,4,1,0,1,ELECTRONICS,0
197.71,3,0,0,5,FOOD,0
16339.02,2,0,0,4,TRAVEL,1
2940.88,1,0,0,1,FOOD,0
48689.97,3,1,0,1,FOOD,0
2414.2,4,0,0,5,GAMING,0
8032.52,1,0,0,5,FOOD,0
1338.2,2,1,0,4,GAMING,1
86521.22,1,0,0,1,FOOD,0
10463.2,3,0,0,2,SHOPPING,0
13572.29,5,0,0,5,GROCERY,0
1041.48,4,0,0,4,SHOPPING,0
20792.04,1,0,0,10,SHOPPING,0
3534.04,3,0,1,1,GROCERY,1
34249.72,3,0,0,1,SHOPPING,0
3443.83,2,1,0,6,GROCERY,0
3173.56,3,0,0,4,CRYPTO,0
558.52,1,0,0,3,SHOPPING,0
9581.79,4,0,0,3,ELECTRONICS,0
12480.66,1,0,0,4,GAMING,0
1019.5,2,0,0,2,GROCERY,0
22410.04,2,0,0,4,FOOD,0
9057.52,1,0,1,6,GROCERY,1
11147.36,4,0,0,3,GROCERY,0
8717.72,2,1,0,3,GROCERY,1
7681.47,4,0,0,6,SHOPPING,0
12302.45,2,1,0,7,SHOPPING,0
2530.55,5,0,0,5,GROCERY,0
3012.08,2,0,0,1,FOOD,0
29684.24,1,0,0,7,FOOD,0
43813.68,1,0,0,2,FOOD,0
7009.53,2,0,0,7,TRAVEL,0
4735.97,2,0,0,4,ELECTRONICS,0
15492.35,4,1,0,1,FOOD,0
7882.34,1,0,0,2,GAMING,0
385.71,3,0,1,5,SHOPPING,0
2546.75,4,0,0,3,SHOPPING,0
18880.25,5,0,0,4,GROCERY,0
16134.75,2,1,0,7,FOOD,0
412.05,4,0,0,6,ELECTRONICS,0
3764.89,2,0,0,4,OTHER,0
3941.42,2,0,0,5,ELECTRONICS,0
16716.22,3,0,0,4,GROCERY,0
298.61,2,0,0,2,GROCERY,0
1649.04,1,0,1,3,SHOPPING,1
24135.28,2,0,0,4,ELECTRONICS,0
2950.17,4,0,0,6,GROCERY,0
15865.49,1,0,0,3,GAMING,0
4080.73,3,0,0,8,TRAVEL,0
1571.1,3,0,0,3,GAMING,0
4179.29,2,0,0,5,TRAVEL,0
19216.42,3,1,0,2,TRAVEL,0
29037.55,4,0,0,7,FOOD,0
26598.76,2,1,0,2,ELECTRONICS,0
7592.14,1,1,0,5,CRYPTO,0
16543.15,1,0,0,6,CRYPTO,0
3440.9,3,0,0,4,GROCERY,1
5204.0,7,0,0,1,TRAVEL,1
33998.98,2,0,0,3,OTHER,0
196.31,3,0,0,4,TRAVEL,0
1340.81,3,0,0,3,GROCERY,0
3495.75,5,0,0,4,CRYPTO,0
403.36,3,0,0,1,FOOD,0
3003.05,2,1,0,2,GROCERY,0
13121.53,1,0,1,5,SHOPPING,0
8207.79,2,1,0,3,GROCERY,1
33477.95,3,0,0,3,GROCERY,0
25510.44,5,0,0,5,SHOPPING,0
6274.09,3,0,0,3,TRAVEL,0
4504.89,2,1,0,2,OTHER,1
7163.1,2,0,0,6,ELECTRONICS,0
13384.77,3,0,0,7,CRYPTO,0
4680.93,2,1,0,3,SHOPPING,0
14678.43,4,0,0,4,FOOD,0
7899.54,3,0,1,8,TRAVEL,0
12046.01,2,1,0,5,ELECTRONICS,0
8593.88,1,1,0,1,TRAVEL,0
5232.0,2,0,0,4,FOOD,0
44479.01,4,0,0,4,SHOPPING,0
21633.82,1,1,0,5,SHOPPING,0
2264.32,1,1,0,4,GROCERY,0
30427.57,1,0,0,2,CRYPTO,1
10024.8,1,0,0,4,SHOPPING,0
33743.09,2,0,0,2,GAMING,0
24130.72,3,0,0,3,GROCERY,0
8306.35,3,0,0,4,TRAVEL,1
340.88,2,0,0,3,OTHER,1
4693.51,2,0,0,7,FOOD,0
11701.32,1,0,0,5,FOOD,0
15055.46,3,0,0,5,SHOPPING,0
4473.82,1,0,0,7,SHOPPING,0
2251.12,1,0,0,6,TRAVEL,0
27020.81,2,1,0,5,SHOPPING,0
62409.36,3,1,0,10,ELECTRONICS,0
11188.42,2,0,0,5,SHOPPING,0
2825.32,2,1,0,3,GROCERY,0
4768.15,3,0,0,2,OTHER,0
278.43,1,0,1,1,FOOD,0
36853.33,2,1,0,5,TRAVEL,0
1879.22,2,0,0,9,GROCERY,0
12888.61,4,0,0,3,OTHER,0
4804.22,2,0,0,5,OTHER,0
12117.53,3,0,0,5,SHOPPING,0
15808.33,5,0,0,3,GROCERY,0
26556.59,3,1,0,7,GAMING,0
3468.04,3,0,0,2,FOOD,0
165.85,2,1,0,9,ELECTRONICS,0
2208.12,1,1,0,6,OTHER,0
34541.57,4,0,0,3,TRAVEL,0
31059.02,1,0,0,1,CRYPTO,0
13647.66,4,0,0,9,FOOD,0
13763.76,1,0,0,7,OTHER,0
16406.01,4,0,0,4,FOOD,0
2892.33,2,1,0,1,FOOD,0
36873.14,1,0,1,5,CRYPTO,0
8139.14,3,0,0,5,TRAVEL,0
7246.66,3,0,0,2,GAMING,0
10975.75,1,0,0,5,GAMING,0
721.57,4,0,0,5,TRAVEL,0
2727.93,1,1,0,5,GROCERY,1
20093.09,1,1,0,2,ELECTRONICS,0
1296.42,2,0,0,2,GROCERY,0
13863.03,2,0,0,5,FOOD,0
4222.5,2,0,0,6,TRAVEL,0
7397.13,4,0,0,4,OTHER,0
5109.78,2,0,0,1,GAMING,0
6593.23,1,0,0,3,FOOD,0
19043.46,3,0,0,4,GAMING,0
5288.57,4,0,0,6,OTHER,0
12534.65,4,0,0,3,FOOD,0
9695.4,3,0,0,4,GROCERY,0
16344.99,4,0,0,10,GROCERY,0
41428.82,3,0,0,3,SHOPPING,0
19783.58,3,0,0,2,GROCERY,0
3629.93,2,0,0,10,SHOPPING,0
475.2,2,1,0,7,ELECTRONICS,0
4562.54,2,0,0,4,SHOPPING,0
13560.91,4,0,1,4,OTHER,0
791.93,1,1,0,5,SHOPPING,0
10288.59,3,0,0,4,GROCERY,0
13626.43,1,0,0,1,SHOPPING,0
6102.48,3,0,0,6,OTHER,0
22104.75,3,0,0,4,GROCERY,0
1690.78,3,0,0,4,FOOD,0
1171.66,1,0,0,2,ELECTRONICS,0
19539.71,8,0,1,2,FOOD,1
10262.55,4,0,0,2,GAMING,0
17490.64,1,1,0,6,SHOPPING,0
8559.36,2,0,0,1,GAMING,0
4243.44,3,0,0,7,TRAVEL,0
25647.36,1,0,0,3,GROCERY,0
24097.82,3,0,0,2,SHOPPING,0
17796.73,2,0,0,4,FOOD,0
4764.8,1,0,0,10,GAMING,0
13382.41,1,0,0,3,TRAVEL,0
6717.15,2,0,0,4,GAMING,1
1440.76,1,0,0,6,SHOPPING,0
37390.5,1,0,0,5,ELECTRONICS,0
2206.96,4,0,0,4,GROCERY,0
45007.36,2,1,0,3,GROCERY,0
8859.02,2,0,1,4,FOOD,0
3070.95,2,0,0,4,GAMING,0
11710.05,2,0,0,5,SHOPPING,0
30947.13,1,0,0,3,SHOPPING,0
19764.12,3,0,0,3,OTHER,0
24641.91,3,0,0,5,SHOPPING,0
16128.57,5,1,0,3,TRAVEL,0
17678.31,2,0,0,5,OTHER,0
28376.58,1,1,0,4,SHOPPING,0
4308.59,1,0,0,1,GAMING,0
10083.26,1,0,0,4,SHOPPING,0
3750.2,2,0,0,7,GROCERY,0
65933.38,3,0,0,4,CRYPTO,0
43251.96,5,0,0,3,OTHER,0
603.38,2,0,0,8,SHOPPING,0
18340.97,2,0,0,4,SHOPPING,0
38903.75,5,1,0,8,SHOPPING,0
2987.29,2,0,0,2,OTHER,0
12588.04,2,0,0,9,OTHER,0
37062.98,1,0,0,1,GROCERY,0
518.03,3,0,0,3,GAMING,0
17931.16,4,0,0,1,TRAVEL,0
5293.42,5,1,0,4,GROCERY,0
38733.73,1,0,0,6,SHOPPING,0
53137.05,1,0,0,4,GROCERY,0
43307.61,5,0,0,6,CRYPTO,0
9642.92,3,0,1,5,GROCERY,0
29712.16,2,0,0,1,CRYPTO,0
27921.41,5,0,0,3,OTHER,0
5765.11,3,0,0,4,GROCERY,0
26483.96,2,0,0,3,ELECTRONICS,0
565.65,3,0,0,4,SHOPPING,0
13605.13,1,0,1,1,OTHER,0
3920.64,3,0,0,3,GAMING,0
1927.17,7,0,0,5,ELECTRONICS,0
1201.13,2,1,0,3,OTHER,0
17875.17,1,0,0,1,GROCERY,0
6229.89,1,1,0,5,SHOPPING,1
19352.05,2,0,0,5,CRYPTO,0
1013.85,1,0,1,2,GROCERY,1
5681.41,3,0,0,3,OTHER,0
11631.35,4,0,0,5,ELECTRONICS,0
23461.46,2,0,0,5,SHOPPING,0
5757.44,4,0,0,2,FOOD,0
14748.14,3,0,0,3,GROCERY,0
32570.42,3,1,0,3,GROCERY,0
14351.35,2,0,1,3,SHOPPING,1
3978.23,5,0,0,3,CRYPTO,0
370.55,3,0,0,3,SHOPPING,0
30614.73,1,0,0,4,SHOPPING,0
322.48,2,1,1,5,FOOD,1
31155.87,2,0,0,5,GROCERY,0
11291.46,3,1,0,3,OTHER,0
41969.88,3,1,0,2,GROCERY,0
24050.59,3,0,0,9,FOOD,0
92732.92,4,0,0,1,GAMING,1
6478.18,1,0,0,5,SHOPPING,0
21862.88,3,0,0,2,FOOD,0
7710.74,2,0,0,1,OTHER,0
9805.31,2,0,0,3,TRAVEL,0
14812.99,3,0,0,3,FOOD,0
31033.71,2,0,0,3,CRYPTO,0
62105.96,1,0,0,4,GROCERY,0
21932.96,4,0,0,2,SHOPPING,0
8113.26,3,0,0,3,CRYPTO,0
8206.04,2,1,0,6,OTHER,0
20067.27,1,0,0,4,SHOPPING,0
4092.44,2,0,0,3,GROCERY,0
1756.0,1,0,0,7,TRAVEL,0
6568.79,3,0,1,4,OTHER,0
5079.14,2,1,1,5,ELECTRONICS,1
5271.22,1,0,0,4,TRAVEL,0
3990.92,2,1,0,1,FOOD,0
645.07,1,0,0,2,TRAVEL,0
270.53,5,1,0,4,OTHER,1
65999.67,3,0,0,8,SHOPPING,1
8373.3,3,1,0,8,FOOD,0
7275.58,1,1,0,3,SHOPPING,0
17074.99,4,0,0,2,SHOPPING,0
3693.38,6,1,0,2,SHOPPING,1
44924.34,2,0,0,2,GROCERY,0
23150.89,3,0,0,6,FOOD,0
1404.95,2,0,0,3,GAMING,0
8108.47,3,1,0,6,SHOPPING,0
31694.14,2,0,0,2,OTHER,0
43433.42,1,0,0,4,ELECTRONICS,0
9449.81,3,0,0,4,SHOPPING,0
14255.91,2,1,0,4,FOOD,0
2741.44,1,0,0,4,ELECTRONICS,0
70941.67,1,0,1,4,FOOD,1
3953.07,1,0,0,3,OTHER,0
42900.14,3,0,0,7,GROCERY,0
15732.2,1,0,0,2,GROCERY,0
14037.33,1,0,0,2,FOOD,0
10782.78,3,0,0,2,TRAVEL,0
3933.53,2,1,0,3,CRYPTO,0
2913.39,1,0,0,2,GROCERY,0
3736.27,1,0,0,5,TRAVEL,0
3095.0,3,0,0,2,GROCERY,0
22683.61,3,0,0,2,TRAVEL,0
6464.63,2,0,0,8,GROCERY,0
893.75,4,0,0,7,TRAVEL,0
52156.26,1,1,0,6,SHOPPING,1
32284.81,1,0,0,1,GROCERY,0
39414.82,2,0,0,3,ELECTRONICS,0
79200.75,1,0,0,3,TRAVEL,0
2865.51,1,0,0,5,TRAVEL,0
7568.73,3,0,0,2,SHOPPING,0
21297.05,5,1,0,3,ELECTRONICS,1
17861.93,1,0,0,2,SHOPPING,0
2506.69,3,0,0,6,OTHER,0
25378.7,4,0,0,5,OTHER,0
3812.56,2,0,0,7,ELECTRONICS,0
3800.52,1,0,0,1,OTHER,0
11549.59,3,0,0,2,OTHER,0
13481.92,2,0,1,6,FOOD,0
13015.59,4,0,0,6,OTHER,0
1439.19,3,0,0,1,FOOD,0
31489.87,4,0,0,2,GROCERY,0
4630.52,4,1,0,5,OTHER,0
2080.57,2,1,0,2,FOOD,0
32939.37,2,0,0,3,TRAVEL,0
46735.15,1,0,0,4,OTHER,0
29721.4,5,0,0,4,GROCERY,0
24872.81,1,1,1,6,FOOD,1
15973.69,4,0,0,1,TRAVEL,0
12006.22,3,0,0,8,GAMING,0
1365.07,2,0,0,2,GAMING,0
7875.22,2,0,0,7,OTHER,0
6994.68,2,0,0,4,GROCERY,0
4511.59,5,0,0,4,SHOPPING,0
19278.83,1,0,0,1,ELECTRONICS,0
10273.99,3,0,0,3,ELECTRONICS,0
1267.79,1,0,0,6,FOOD,0
3730.44,1,1,1,7,FOOD,1
17245.05,6,0,0,6,FOOD,1
1187.77,7,0,0,8,OTHER,0
28577.98,1,0,0,4,OTHER,0
10252.31,4,1,0,2,GROCERY,0
9825.83,1,0,0,2,FOOD,0
13462.32,2,1,0,6,SHOPPING,0
26117.22,2,0,0,5,OTHER,0
6411.27,2,0,1,5,OTHER,0
16998.81,1,0,0,7,TRAVEL,0
12511.4,3,0,0,2,GROCERY,0
4659.72,3,0,0,1,GROCERY,0
31633.67,4,0,0,2,SHOPPING,0
23949.75,4,0,0,6,OTHER,0
16114.0,1,0,0,9,GROCERY,0
28515.09,2,0,0,4,GAMING,0
30294.31,4,0,0,6,GROCERY,0
18483.68,2,0,0,2,SHOPPING,0
27211.3,5,0,0,4,GAMING,0
17933.69,1,0,0,3,ELECTRONICS,0
17098.11,1,0,0,1,GAMING,0
14459.05,2,0,0,5,GAMING,0
20958.31,4,0,0,3,FOOD,0
2590.41,2,1,0,2,SHOPPING,0
31913.19,5,0,0,3,GAMING,0
30817.55,1,0,1,5,GROCERY,0
445.25,2,0,0,1,SHOPPING,0
26214.71,2,0,1,2,OTHER,1
2069.46,6,0,0,1,OTHER,1
6122.2,3,0,0,1,GAMING,0
20409.88,2,0,0,2,GROCERY,0
2628.88,1,0,0,4,OTHER,0
25553.51,1,0,0,6,OTHER,0
26768.85,2,0,0,3,ELECTRONICS,0
10622.93,3,0,0,2,FOOD,0
100.0,2,0,1,6,SHOPPING,1
5074.91,1,0,0,2,GAMING,0
14392.94,4,0,0,5,GAMING,0
59597.45,3,0,0,8,FOOD,0
14987.49,3,0,0,3,FOOD,0
4512.6,2,0,0,4,ELECTRONICS,0
15077.06,1,0,0,4,ELECTRONICS,0
11647.46,5,0,1,6,SHOPPING,1
22701.38,1,0,0,4,SHOPPING,0
1697.21,4,0,0,6,ELECTRONICS,0
21471.13,1,0,1,5,GROCERY,0
11689.29,5,0,1,4,GROCERY,1
49449.32,2,0,1,7,TRAVEL,1
6275.34,3,0,0,9,FOOD,0
15020.46,5,0,0,6,GAMING,0
40329.91,1,0,0,4,GAMING,0
1622.29,3,0,0,3,ELECTRONICS,0
41523.81,1,0,0,4,OTHER,0
17465.79,3,1,0,5,GROCERY,0
1053.71,1,0,0,3,FOOD,0
5370.79,4,0,0,5,FOOD,0
18473.86,1,0,0,2,GAMING,0
1045.89,3,0,0,5,SHOPPING,0
13090.23,2,0,0,3,FOOD,0
6367.04,2,0,1,2,GROCERY,0
14549.94,5,1,0,1,OTHER,0
702.32,7,0,0,4,ELECTRONICS,0
30781.69,5,0,0,6,SHOPPING,0
54452.92,4,0,0,3,OTHER,0
52047.53,4,0,0,3,CRYPTO,1
20773.54,2,0,1,4,GROCERY,0
2090.42,4,0,0,5,SHOPPING,0
21298.59,3,1,0,2,SHOPPING,0
373.41,1,0,0,1,CRYPTO,0
335.58,2,0,0,2,GROCERY,0
5864.79,6,0,0,9,SHOPPING,0
10060.32,4,0,0,4,TRAVEL,0
22071.73,1,0,0,1,OTHER,0
17246.79,2,0,0,5,OTHER,0
8856.22,1,0,0,3,SHOPPING,0
4795.37,1,0,0,2,TRAVEL,0
87772.93,3,0,0,5,CRYPTO,1
8331.63,2,0,0,5,ELECTRONICS,0
9005.43,4,1,0,1,CRYPTO,0
2680.15,3,0,0,3,OTHER,0
23757.25,3,0,0,7,CRYPTO,0
17746.98,6,0,0,8,GROCERY,1
3741.73,2,0,0,4,FOOD,0
1289.6,6,0,0,5,SHOPPING,0
17114.94,1,0,1,4,ELECTRONICS,0
15941.93,4,0,0,1,FOOD,0
4787.79,1,0,0,7,FOOD,0
45197.32,4,0,0,3,SHOPPING,0
2456.46,4,0,0,4,OTHER,0
8493.35,4,0,0,3,SHOPPING,0
43133.53,1,0,0,4,GROCERY,0
8163.86,4,1,0,6,GROCERY,1
15263.48,4,0,0,5,FOOD,0
7602.36,1,1,0,4,OTHER,0
4807.53,2,0,0,4,OTHER,1
62006.56,2,1,0,2,SHOPPING,0
7897.57,2,0,0,6,TRAVEL,0
33678.79,4,0,0,5,GAMING,0
3919.59,1,0,0,6,GROCERY,0
3594.9,2,0,0,8,SHOPPING,0
474.44,2,0,0,3,TRAVEL,0
15818.94,3,0,0,7,OTHER,0
6895.49,2,0,0,4,ELECTRONICS,0
29966.07,1,0,0,5,SHOPPING,0
9614.3,3,0,0,3,OTHER,1
51721.24,5,0,1,4,ELECTRONICS,1
3078.18,4,0,0,5,CRYPTO,0
30445.28,4,0,1,9,SHOPPING,1
22481.66,3,0,0,4,GROCERY,0
22105.38,2,1,0,6,GROCERY,0
27943.99,2,0,0,4,OTHER,0
21470.88,2,0,0,5,GROCERY,0
14761.33,2,0,0,4,TRAVEL,0
2110.41,4,0,0,5,SHOPPING,0
496.0,3,0,0,3,SHOPPING,0
38045.75,3,0,0,2,SHOPPING,0
14382.12,5,0,0,3,GROCERY,0
23884.09,3,0,0,5,GROCERY,0
9852.88,5,0,0,1,GROCERY,0
1871.69,5,0,0,2,GROCERY,0
2006.16,2,0,0,4,GROCERY,0
17354.68,1,1,0,5,ELECTRONICS,0
8439.84,4,0,0,1,GROCERY,0
3357.0,3,1,0,2,FOOD,0
10147.14,2,0,1,4,ELECTRONICS,0
995.45,4,0,0,1,GROCERY,0
13083.08,1,0,1,6,OTHER,0
4699.99,1,0,0,3,SHOPPING,0
23959.61,2,0,0,8,OTHER,0
5573.83,2,0,0,4,GROCERY,0
9110.6,2,0,0,3,GROCERY,0
175.33,4,0,0,4,TRAVEL,0
1128.08,5,0,0,4,FOOD,0
7475.89,1,0,0,4,TRAVEL,0
9807.13,1,0,0,6,SHOPPING,0
13745.13,2,0,0,5,SHOPPING,0
5172.52,3,0,0,3,CRYPTO,0
17810.76,1,1,0,3,GROCERY,1
29504.81,2,0,0,5,SHOPPING,0
22701.76,1,1,0,6,SHOPPING,0
606.38,2,0,0,4,ELECTRONICS,0
9823.53,1,0,0,6,GROCERY,0
1662.8,3,0,0,6,SHOPPING,0
4156.97,6,0,0,3,SHOPPING,0
64757.74,4,0,1,4,OTHER,1
2305.93,2,0,0,6,GAMING,1
10363.89,2,0,0,2,GROCERY,0
14441.14,1,0,0,2,SHOPPING,0
18183.35,2,1,0,4,GAMING,0
12302.74,2,1,0,3,SHOPPING,0
147.28,1,0,0,5,SHOPPING,0
5928.15,3,0,0,4,SHOPPING,0
10938.2,2,0,0,5,SHOPPING,0
1379.53,2,0,0,5,GROCERY,0
6476.22,3,0,0,5,ELECTRONICS,0
506.5,1,0,0,4,TRAVEL,0
1227.57,7,0,0,6,FOOD,0
7585.66,3,0,0,5,TRAVEL,0
2135.83,5,0,0,3,FOOD,0
12574.01,1,0,0,4,FOOD,0
17541.88,4,0,0,2,ELECTRONICS,0
24185.64,1,1,0,2,GAMING,0
3349.97,2,0,0,4,TRAVEL,0
2749.52,1,0,0,2,GAMING,0
1656.73,3,0,0,7,SHOPPING,0
15176.76,3,0,0,5,GROCERY,0
18386.92,4,0,1,5,TRAVEL,1
481.44,2,0,0,4,FOOD,0
41282.91,2,0,0,6,GAMING,0
800.56,3,0,0,3,SHOPPING,0
11690.26,3,0,0,2,ELECTRONICS,0
18519.6,3,0,0,2,TRAVEL,0
30715.55,2,0,0,4,GAMING,0
18781.01,2,0,0,4,CRYPTO,0
24271.74,4,0,0,2,GROCERY,0
6220.24,2,0,0,7,FOOD,0
25296.82,2,0,0,3,CRYPTO,0
1252.6,2,0,0,5,SHOPPING,0
